date,infrastructure0-OPTIMIZED,infrastructure0-ORIGINAL,infrastructure1-OPTIMIZED,infrastructure1-ORIGINAL,infrastructure2-OPTIMIZED,infrastructure2-ORIGINAL,infrastructure3-OPTIMIZED,infrastructure3-ORIGINAL,infrastructure4-OPTIMIZED,infrastructure4-ORIGINAL,infrastructure5-OPTIMIZED,infrastructure5-ORIGINAL,infrastructure6-OPTIMIZED,infrastructure6-ORIGINAL,infrastructure7-OPTIMIZED,infrastructure7-ORIGINAL,infrastructure8-OPTIMIZED,infrastructure8-ORIGINAL,infrastructure9-OPTIMIZED,infrastructure9-ORIGINAL
2021-12-14 15:00:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:01:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:02:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:03:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:04:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:05:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:06:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:07:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:08:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:09:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
2021-12-14 15:10:00,31.24000000000002,26.899999999999984,46.180000000000014,37.29999999999998,57.29000000000001,46.09999999999998,75.30000000000003,53.69999999999998,98.05000000000003,61.49999999999999,107.30000000000001,70.90000000000003,126.2,84.50000000000004,152.40000000000003,104.30000000000004,131.50000000000006,131.50000000000006,165.69999999999987,165.69999999999987
